"Data","NomeMunicipio","CodigoMunicipio","Casos_Circ","Casos_Resp","Obitos_Circ","Obitos_Resp","Ano","CO","PM2p5","Temperatura","UmidRel"
2016-08-25,"Rio de Janeiro",330455,48,24,3,4,2016,98.3882841865125,7.67026175907404,20.2544189453125,71.4647709909258
2016-08-26,"Rio de Janeiro",330455,34,28,6,4,2016,242.421307916629,18.9712032749867,20.598779296875,70.6844664746201
2016-08-27,"Rio de Janeiro",330455,18,20,2,4,2016,210.727080229844,27.9273564274263,21.7070861816406,68.6831127904482
2016-08-28,"Rio de Janeiro",330455,21,24,3,2,2016,293.293908271153,39.5502794958702,23.2689453125,66.0498968615711
2016-08-29,"Rio de Janeiro",330455,42,31,6,3,2016,351.48559618392,53.107278574771,24.5248962402344,61.4739843394641
2016-08-30,"Rio de Janeiro",330455,36,27,3,4,2016,385.615635423164,54.5823333197859,24.0345703125,68.3868372342519
2016-08-31,"Rio de Janeiro",330455,39,28,8,3,2016,346.638472592531,33.6274812440251,22.3667236328125,83.0932365478395
2016-09-01,"Rio de Janeiro",330455,90,29,4,4,2016,287.340895965826,26.5469726201673,21.9049011230469,88.7045908264935
2016-09-02,"Rio de Janeiro",330455,55,14,12,2,2016,205.00426956005,16.998345842012,22.5272766113281,87.9079470203331
2016-09-03,"Rio de Janeiro",330455,24,15,5,4,2016,145.904579085254,23.7746551334794,23.1890808105469,80.6454297528605
2016-09-04,"Rio de Janeiro",330455,18,20,3,4,2016,143.166090538216,19.5510425626821,23.9306579589844,73.8301470924555
2016-09-05,"Rio de Janeiro",330455,40,20,7,2,2016,264.824237206085,21.5404973857858,22.8850952148438,83.437009554481
2016-09-06,"Rio de Janeiro",330455,48,28,8,5,2016,249.650362604825,36.2900571815317,23.7159057617188,79.1627330388283
2016-09-07,"Rio de Janeiro",330455,28,24,5,9,2016,340.504570317535,38.1677320859808,22.6211181640625,82.2542435814277
2016-09-08,"Rio de Janeiro",330455,49,24,8,1,2016,200.085708002007,16.3099214134377,21.6474548339844,76.4180540985373
2016-09-09,"Rio de Janeiro",330455,53,15,4,1,2016,119.805449116939,19.6798026763645,21.6350036621094,74.6430167540958
2016-09-10,"Rio de Janeiro",330455,22,20,6,3,2016,97.2445377556141,10.6209059325124,22.4901062011719,80.9179469877111
2016-09-11,"Rio de Janeiro",330455,28,15,5,2,2016,139.022120038135,6.80881839798531,23.5694213867188,80.1830547948532
2016-09-12,"Rio de Janeiro",330455,33,26,5,3,2016,181.249475872391,30.8723429043312,25.0290466308594,71.3435752960177
2016-09-13,"Rio de Janeiro",330455,46,23,6,4,2016,309.76190146248,38.5094551802467,27.4126220703125,55.5859466480686
2016-09-14,"Rio de Janeiro",330455,45,21,13,2,2016,500.665237268549,39.2279986272115,24.5931945800781,65.7824131418591
2016-09-15,"Rio de Janeiro",330455,43,24,9,2,2016,434.743640198576,53.8858415666255,22.6554504394531,70.3544748561986
2016-09-16,"Rio de Janeiro",330455,45,31,4,7,2016,142.277457371165,5.61650637109778,21.1329284667969,76.8179712797384
2016-09-17,"Rio de Janeiro",330455,20,15,5,3,2016,137.195911520394,21.9492264363907,22.7437683105469,76.2944811148331
2016-09-18,"Rio de Janeiro",330455,21,14,3,0,2016,309.000284914873,42.677150702275,23.6926513671875,81.8929002629709
2016-09-19,"Rio de Janeiro",330455,47,21,5,2,2016,367.104121323791,23.7049313511761,23.0247741699219,82.6932173182877
2016-09-20,"Rio de Janeiro",330455,46,33,3,8,2016,144.525245104887,16.031844296549,20.2710205078125,83.3862016859135
2016-09-21,"Rio de Janeiro",330455,45,28,7,3,2016,85.1419486025407,12.2568604155049,20.2094055175781,72.0651543146723
2016-09-22,"Rio de Janeiro",330455,38,25,8,4,2016,87.4608758749673,4.38046843243001,20.9007507324219,70.1301359201385
2016-09-23,"Rio de Janeiro",330455,38,25,3,4,2016,103.213764646171,7.42440242618159,21.9564453125,69.0367142361285
2016-09-24,"Rio de Janeiro",330455,10,14,4,3,2016,129.020975236926,23.8549073827699,21.6742797851563,80.0292213320156
2016-09-25,"Rio de Janeiro",330455,16,22,3,6,2016,94.5893106063522,15.8706789932239,20.1600280761719,84.7470579414472
2016-09-26,"Rio de Janeiro",330455,41,28,5,3,2016,88.517857932402,8.17695866572876,19.8423400878906,75.8318440053594
2016-09-27,"Rio de Janeiro",330455,45,32,9,6,2016,93.955144109259,13.6365558844886,20.5776916503906,73.9559103523855
2016-09-28,"Rio de Janeiro",330455,38,28,7,4,2016,83.2165909514515,9.07895092439048,21.56533203125,69.8387826398568
2016-09-29,"Rio de Janeiro",330455,32,31,7,2,2016,177.420446334509,17.4732868174488,21.4921508789063,79.5403784555204
2016-09-30,"Rio de Janeiro",330455,35,24,4,4,2016,97.078384442284,18.6340542995822,20.0130554199219,80.7887873024064
2016-10-01,"Rio de Janeiro",330455,43,23,8,8,2016,87.3173320314891,15.7121693433737,19.8419128417969,78.8225341922187
2016-10-02,"Rio de Janeiro",330455,23,21,1,3,2016,88.9175524321217,14.0231444234473,20.3115783691406,81.084901715488
2016-10-03,"Rio de Janeiro",330455,38,28,2,6,2016,81.7245293660562,5.46371037302151,21.1379638671875,76.947170945334
2016-10-04,"Rio de Janeiro",330455,45,20,12,0,2016,127.673821737062,16.6714388960543,20.6310974121094,86.4058155678077
2016-10-05,"Rio de Janeiro",330455,40,33,5,4,2016,80.6948818876663,8.05838951123405,21.0429626464844,79.9185794733788
2016-10-06,"Rio de Janeiro",330455,38,24,7,2,2016,110.380568685287,30.6000202954237,20.5642639160156,83.9594739885157
2016-10-07,"Rio de Janeiro",330455,40,27,6,2,2016,124.435480586271,8.94182239363772,20.8857360839844,81.9281497632314
2016-10-08,"Rio de Janeiro",330455,23,11,3,2,2016,107.752946121309,1.74634484650937,21.5477233886719,75.6862384048931
2016-10-09,"Rio de Janeiro",330455,26,18,2,1,2016,158.916513726126,20.8216768271541,22.055078125,83.8986646364923
2016-10-10,"Rio de Janeiro",330455,43,26,6,5,2016,75.2975068962769,12.4670855861098,21.2125793457031,76.8440873206414
2016-10-11,"Rio de Janeiro",330455,54,20,5,1,2016,81.9704197851934,11.8417924355185,21.92861328125,75.0836821413163
2016-10-12,"Rio de Janeiro",330455,30,22,8,2,2016,148.616848605343,13.8781883762817,23.6552673339844,77.0257048047734
2016-10-13,"Rio de Janeiro",330455,52,23,11,1,2016,138.952813699689,18.4434192362914,25.6213317871094,69.0149618688846
2016-10-14,"Rio de Janeiro",330455,36,22,5,4,2016,208.835047033062,40.7845295313791,25.5814147949219,72.7828919377319
2016-10-15,"Rio de Janeiro",330455,24,13,4,3,2016,206.956883630482,28.6476762312304,23.9506469726563,83.3995874764098
2016-10-16,"Rio de Janeiro",330455,20,18,2,1,2016,190.079248341135,15.3571129146712,26.3245178222656,77.7262157985459
2016-10-17,"Rio de Janeiro",330455,44,19,4,3,2016,178.690669372372,3.87721499350846,26.8270812988281,75.2366895539544
2016-10-18,"Rio de Janeiro",330455,39,27,5,5,2016,211.969258145928,20.7008916675022,25.7036682128906,81.9194240023183
2016-10-19,"Rio de Janeiro",330455,46,20,7,4,2016,209.919598148645,8.6847968816528,25.379541015625,83.6567005120247
2016-10-20,"Rio de Janeiro",330455,51,24,7,5,2016,213.6123953278,9.83822801003953,26.3626953125,79.437915125974
2016-10-21,"Rio de Janeiro",330455,43,28,6,3,2016,225.366491690693,12.6497834429529,24.7021423339844,86.1585509491716
2016-10-22,"Rio de Janeiro",330455,25,12,3,2,2016,97.3543876625627,7.78135467172092,22.8294311523438,81.6682395188446
2016-10-23,"Rio de Janeiro",330455,20,30,3,4,2016,97.6943397290597,9.9830304023385,23.4468322753906,76.258588348831
2016-10-24,"Rio de Janeiro",330455,34,22,5,4,2016,111.382817635786,7.49202921923597,24.4983154296875,76.1063718818304
2016-10-25,"Rio de Janeiro",330455,41,34,5,7,2016,104.449057403144,8.60503313049321,24.06630859375,82.921772617208
2016-10-26,"Rio de Janeiro",330455,48,28,1,8,2016,89.9314045454958,9.94117854702381,24.9938903808594,80.811686598332
2016-10-27,"Rio de Janeiro",330455,41,19,7,5,2016,192.437312307447,19.6944540675759,26.8374572753906,72.5440433641139
2016-10-28,"Rio de Janeiro",330455,31,9,8,2,2016,173.589427276966,26.0386459061124,22.2950988769531,74.2632414189172
2016-10-29,"Rio de Janeiro",330455,16,18,3,4,2016,63.0091818720757,8.11343880968707,21.4251953125,66.9197705547562
2016-10-30,"Rio de Janeiro",330455,18,20,1,4,2016,61.9473059515485,11.5482574614134,21.2669616699219,72.7935413947568
2016-10-31,"Rio de Janeiro",330455,44,24,5,5,2016,67.1024888987404,7.48353357060694,23.1594177246094,68.817362445768
2016-11-01,"Rio de Janeiro",330455,34,33,3,7,2016,109.755774246878,9.95144588955554,25.0486999511719,66.5039912405816
2016-11-02,"Rio de Janeiro",330455,35,22,9,3,2016,152.829073840621,9.7607841809122,27.2348571777344,60.8597572544206
2016-11-03,"Rio de Janeiro",330455,46,31,11,2,2016,177.129003020582,19.3771434453538,25.4276062011719,74.4954055896208
2016-11-04,"Rio de Janeiro",330455,38,23,4,7,2016,129.045361063618,12.8890338402243,21.6706481933594,90.5659464596226
2016-11-05,"Rio de Janeiro",330455,21,14,2,2,2016,111.457282514493,7.76199593488514,21.8329406738281,82.8568120525369
2016-11-06,"Rio de Janeiro",330455,27,26,7,4,2016,83.1918995913838,10.4519153332205,23.47939453125,80.6717177181919
2016-11-07,"Rio de Janeiro",330455,43,30,7,2,2016,97.3231664147534,17.6737460222398,24.2302490234375,78.4388538768231
2016-11-08,"Rio de Janeiro",330455,36,24,4,3,2016,108.369786033791,8.59929638608037,24.5730529785156,80.0080229520259
2016-11-09,"Rio de Janeiro",330455,44,22,6,1,2016,104.982490256589,10.9439790563215,25.9273315429688,72.8202137295187
2016-11-10,"Rio de Janeiro",330455,50,30,10,6,2016,137.780830300471,22.1320224369492,26.6218200683594,71.2284714413951
2016-11-11,"Rio de Janeiro",330455,47,25,4,3,2016,154.899652216045,5.93606586107853,25.6820617675781,77.0911645334933
2016-11-12,"Rio de Janeiro",330455,27,11,4,2,2016,160.578984775839,18.5510815597922,23.6948791503906,87.9187111025207
2016-11-13,"Rio de Janeiro",330455,19,16,5,4,2016,118.022935424733,15.8865125499119,22.5096374511719,89.5639089014851
2016-11-14,"Rio de Janeiro",330455,33,14,4,3,2016,105.881881040659,15.1625396682675,22.346337890625,90.8188337352541
2016-11-15,"Rio de Janeiro",330455,23,18,2,4,2016,114.611538037934,2.67929678443579,23.8883911132813,85.802379282308
2016-11-16,"Rio de Janeiro",330455,38,22,5,4,2016,172.293894706854,24.3977273939322,23.9643188476563,85.7834424313991
2016-11-17,"Rio de Janeiro",330455,43,28,9,4,2016,148.627414375824,14.859317776228,24.1558776855469,84.041554984491
2016-11-18,"Rio de Janeiro",330455,34,26,6,4,2016,134.548400865242,16.0097357593258,22.2341857910156,84.1256872299505
2016-11-19,"Rio de Janeiro",330455,18,18,3,7,2016,56.2559989703004,11.2709983568493,20.8097473144531,63.3532244683016
2016-11-20,"Rio de Janeiro",330455,20,20,5,0,2016,65.7365788470088,5.74791991780899,20.9594055175781,61.2324780422522
2016-11-21,"Rio de Janeiro",330455,34,27,1,5,2016,85.710546215978,13.6526763228062,22.1979309082031,72.0841761011993
2016-11-22,"Rio de Janeiro",330455,44,22,10,2,2016,189.442765474723,44.9729320450842,23.0766540527344,79.8633682960245
2016-11-23,"Rio de Janeiro",330455,36,17,8,3,2016,138.265789928482,31.4154302571978,22.8843933105469,83.9720437049637
2016-11-24,"Rio de Janeiro",330455,44,29,3,7,2016,139.209312521871,29.2981194860431,23.6104064941406,83.8534695312252
2016-11-25,"Rio de Janeiro",330455,35,21,2,4,2016,103.414159013937,13.6712339227074,24.1285034179688,78.2755404745266
2016-11-26,"Rio de Janeiro",330455,21,10,4,3,2016,90.6539128209261,14.2288052451534,24.4344421386719,77.4199493015131
2016-11-27,"Rio de Janeiro",330455,21,25,6,4,2016,99.5171092199598,9.13358899623518,25.6371398925781,75.9399130358175
2016-11-28,"Rio de Janeiro",330455,42,37,9,6,2016,175.88450873518,15.4997579215888,26.4873291015625,77.000286977587
2016-11-29,"Rio de Janeiro",330455,44,32,7,4,2016,166.289922276519,21.2701296575801,25.1954284667969,87.7928039136118
2016-11-30,"Rio de Janeiro",330455,37,22,6,1,2016,68.3011691648971,9.28056920201925,22.6910339355469,76.9242217306759
2016-12-01,"Rio de Janeiro",330455,454,27,20,3,2016,53.8616582446139,15.6369956982871,22.572412109375,70.1694197395913
2016-12-02,"Rio de Janeiro",330455,31,23,4,1,2016,58.425762006209,9.90788873167503,23.5327087402344,70.7009225272874
2016-12-03,"Rio de Janeiro",330455,20,15,3,4,2016,82.4583210601304,16.8911267195426,25.5459228515625,73.8171697803692
2016-12-04,"Rio de Janeiro",330455,20,22,2,3,2016,151.410091575599,21.5159570160495,25.177392578125,78.3612798717998
2016-12-05,"Rio de Janeiro",330455,33,29,1,1,2016,122.184445672247,10.9918634194628,22.7075439453125,78.5512653713072
2016-12-06,"Rio de Janeiro",330455,34,28,8,1,2016,125.620488233835,4.85287898754905,23.919580078125,71.5142724446823
2016-12-07,"Rio de Janeiro",330455,33,30,2,7,2016,135.601695205878,11.3008535862491,24.2233825683594,74.8827440693952
2016-12-08,"Rio de Janeiro",330455,48,23,6,1,2016,135.512266297155,13.0388126962089,25.9871154785156,77.2197357672348
2016-12-09,"Rio de Janeiro",330455,43,27,6,3,2016,190.973779012893,23.1693650931675,25.9125305175781,82.3265731528218
2016-12-10,"Rio de Janeiro",330455,17,14,3,2,2016,161.445314006414,18.5615185444021,26.32412109375,79.6113789952008
2016-12-11,"Rio de Janeiro",330455,19,16,6,2,2016,219.891653330251,20.3406838039655,27.5721984863281,79.3422475880577
2016-12-12,"Rio de Janeiro",330455,39,25,3,5,2016,253.376285286322,30.7519725240013,26.2585693359375,88.066055065518
2016-12-13,"Rio de Janeiro",330455,42,18,7,1,2016,213.623060574264,25.7450114560243,26.48134765625,86.0496065246767
2016-12-14,"Rio de Janeiro",330455,50,18,7,4,2016,241.167107617457,32.8583054098885,25.9095703125,87.9141686550066
2016-12-15,"Rio de Janeiro",330455,34,27,4,6,2016,56.2142510318608,12.6160975000289,22.5799499511719,75.1155279406143
2016-12-16,"Rio de Janeiro",330455,37,22,4,4,2016,59.4063251924126,11.0645252959785,22.5394836425781,74.5998539343486
2016-12-17,"Rio de Janeiro",330455,77,10,2,1,2016,64.808965305474,11.8494627443511,23.4576354980469,79.3641223997203
2016-12-18,"Rio de Janeiro",330455,20,17,5,1,2016,73.2619795940082,10.2873043417162,25.0247741699219,80.2837006018055
2016-12-19,"Rio de Janeiro",330455,33,20,5,3,2016,91.1443436280024,10.8069171389502,26.7434326171875,72.6759047395829
2016-12-20,"Rio de Janeiro",330455,24,20,5,4,2016,109.948118165448,0,27.7930541992188,68.2903642987147
2016-12-21,"Rio de Janeiro",330455,38,22,5,1,2016,144.135320567784,3.31128902075761,27.567529296875,67.8414883978208
2016-12-22,"Rio de Janeiro",330455,29,18,2,3,2016,140.662848480133,11.7512186648128,26.9175354003906,76.3201466860803
2016-12-23,"Rio de Janeiro",330455,22,17,3,2,2016,155.994371198176,7.34293514881301,27.3268981933594,75.9522046211769
2016-12-24,"Rio de Janeiro",330455,15,10,4,2,2016,139.325329939766,9.10736375203669,27.9085632324219,72.5696636248914
2016-12-25,"Rio de Janeiro",330455,14,20,2,3,2016,151.326979391797,5.99242477861139,27.1454406738281,76.1464142048821
2016-12-26,"Rio de Janeiro",330455,29,23,5,3,2016,178.261601035956,11.9493996919573,28.6431213378906,70.1943847320093
2016-12-27,"Rio de Janeiro",330455,38,18,4,3,2016,145.100059967262,10.8119930786188,30.3151794433594,66.1375258407106
2016-12-28,"Rio de Janeiro",330455,38,16,3,2,2016,167.828403618842,7.85295206640058,29.1050048828125,72.5922940745276
2016-12-29,"Rio de Janeiro",330455,21,21,7,5,2016,193.867649045387,13.7258071575275,28.746240234375,76.0926725945944
2016-12-30,"Rio de Janeiro",330455,24,16,4,2,2016,167.122323091462,14.5577381260864,29.033837890625,73.194327615408
2016-12-31,"Rio de Janeiro",330455,17,16,6,3,2016,189.335949585256,10.4731743277853,30.0407958984375,67.2815217626546
2017-01-01,"Rio de Janeiro",330455,39,19,6,5,2017,224.112113755837,24.5886955241303,30.026025390625,68.6196981726322
2017-01-02,"Rio de Janeiro",330455,41,28,3,7,2017,244.212273514677,40.6469311542423,29.0100952148438,73.5107358052304
2017-01-03,"Rio de Janeiro",330455,50,25,13,6,2017,201.824072121326,14.2973481942477,27.5662170410156,79.0869040264634
2017-01-04,"Rio de Janeiro",330455,37,29,3,4,2017,274.866494009984,14.9943568672484,29.50869140625,71.9863081437496
2017-01-05,"Rio de Janeiro",330455,43,23,3,4,2017,216.430734667483,16.2705893202997,29.2956481933594,74.5514603106677
2017-01-06,"Rio de Janeiro",330455,36,32,8,9,2017,175.659053525123,10.0512611567183,28.1597839355469,77.8928404973655
2017-01-07,"Rio de Janeiro",330455,23,13,8,2,2017,157.593426308722,14.3582461475944,27.9301696777344,80.6943435405454
2017-01-08,"Rio de Janeiro",330455,20,20,2,4,2017,148.928918974889,4.2784455978051,28.2842041015625,76.7783470949583
2017-01-09,"Rio de Janeiro",330455,34,22,5,1,2017,166.315828664665,9.94619497873828,29.7847534179688,70.4939815789667
2017-01-10,"Rio de Janeiro",330455,40,19,4,5,2017,175.604604635282,18.9863138544411,29.3496643066406,75.1817043117511
2017-01-11,"Rio de Janeiro",330455,35,19,4,6,2017,158.078400147588,10.2328225892734,27.9832092285156,80.1465918549287
2017-01-12,"Rio de Janeiro",330455,32,21,6,3,2017,150.725803393925,2.73834110942062,26.1389709472656,86.4786817417997
2017-01-13,"Rio de Janeiro",330455,33,28,4,4,2017,141.858215840784,22.1059996974304,25.6006713867188,85.6214445452191
2017-01-14,"Rio de Janeiro",330455,17,21,1,6,2017,130.396969666435,2.28106133981498,26.6790100097656,78.4844282785315
2017-01-15,"Rio de Janeiro",330455,18,19,3,2,2017,149.170936936116,3.60454954773104,27.7559143066406,77.7497923497381
2017-01-16,"Rio de Janeiro",330455,52,22,6,2,2017,154.917351835593,18.3422166344371,28.4152160644531,77.8130398379008
2017-01-17,"Rio de Janeiro",330455,47,28,2,4,2017,131.587693630308,6.66978028363019,29.5972839355469,66.7654089199823
2017-01-18,"Rio de Janeiro",330455,36,28,6,5,2017,94.1394375786331,12.3490755399303,29.1612182617188,67.4195497623707
2017-01-19,"Rio de Janeiro",330455,40,22,3,7,2017,132.054157830908,27.0663420565143,26.7972045898438,82.8705646847006
2017-01-20,"Rio de Janeiro",330455,29,24,5,4,2017,101.760505799575,23.7523405388629,25.8803955078125,82.0602312096013
2017-01-21,"Rio de Janeiro",330455,22,13,7,1,2017,98.9983774957182,17.417471909198,26.2256408691406,80.7676728977071
2017-01-22,"Rio de Janeiro",330455,26,12,6,1,2017,100.651199375079,13.1063409014587,26.4115234375,80.2777738802231
2017-01-23,"Rio de Janeiro",330455,35,15,3,3,2017,109.034964168586,11.7212550776458,27.1304260253906,78.7358315187837
2017-01-24,"Rio de Janeiro",330455,39,27,3,9,2017,138.717773268127,12.2814851621911,28.0869689941406,76.9387435073244
2017-01-25,"Rio de Janeiro",330455,32,25,4,4,2017,157.451538029818,27.8556022692555,29.3002258300781,71.257631695517
2017-01-26,"Rio de Janeiro",330455,35,21,1,4,2017,166.475238927433,15.1276502435849,28.6460510253906,76.8793538196705
2017-01-27,"Rio de Janeiro",330455,44,27,5,4,2017,144.500432952555,10.0259391899726,28.1489196777344,78.7864699301199
2017-01-28,"Rio de Janeiro",330455,27,21,7,3,2017,120.848323348355,2.60245869299069,28.4442077636719,73.9683510739758
2017-01-29,"Rio de Janeiro",330455,21,13,4,3,2017,89.1166607175364,24.3548612388622,28.3754211425781,71.1552380730021
2017-01-30,"Rio de Janeiro",330455,43,26,7,5,2017,68.5631835750655,7.70194485966158,27.6724182128906,74.8361518840712
2017-01-31,"Rio de Janeiro",330455,45,28,6,6,2017,62.1928410993178,12.5907231307565,27.2524353027344,75.6274173557383
2017-02-01,"Rio de Janeiro",330455,46,20,4,6,2017,79.3403742704868,14.6601930595125,27.314599609375,74.6376233146373
2017-02-02,"Rio de Janeiro",330455,47,24,8,5,2017,107.64011193487,13.1837776251587,27.9898620605469,71.1237489997044
2017-02-03,"Rio de Janeiro",330455,36,21,3,3,2017,124.711270643729,22.9328005474372,28.3383117675781,71.190314129161
2017-02-04,"Rio de Janeiro",330455,21,11,2,3,2017,158.763597823963,18.9827273899823,28.0754333496094,74.5585430759638
2017-02-05,"Rio de Janeiro",330455,82,13,9,0,2017,153.291608739892,5.45868061863075,27.9555908203125,75.1928483947175
2017-02-06,"Rio de Janeiro",330455,46,24,6,7,2017,164.439924787985,3.82218745542673,28.5438171386719,73.2253894719486
2017-02-07,"Rio de Janeiro",330455,42,25,5,8,2017,159.206990701932,15.9876671901316,27.4787231445313,79.1527801700987
2017-02-08,"Rio de Janeiro",330455,42,21,2,5,2017,128.980786939792,12.3791110695493,26.5287109375,79.7108898909262
2017-02-09,"Rio de Janeiro",330455,35,22,7,2,2017,78.4372033990621,5.1091033625994,26.1897521972656,69.9836998448022
2017-02-10,"Rio de Janeiro",330455,36,7,6,1,2017,76.5803989111191,9.86044224049465,27.039453125,72.7699459176707
2017-02-11,"Rio de Janeiro",330455,24,16,4,1,2017,109.638726542016,7.56665663459444,28.26552734375,71.1338332247093
2017-02-12,"Rio de Janeiro",330455,17,14,3,4,2017,92.9389543102843,7.42099826034348,29.0452819824219,64.816171813099
2017-02-13,"Rio de Janeiro",330455,47,28,7,4,2017,75.5061151380687,7.43992600860111,29.0267883300781,62.8096956261533
2017-02-14,"Rio de Janeiro",330455,43,27,8,6,2017,72.6318631905087,4.35412417232328,28.6459289550781,64.9966535576298
2017-02-15,"Rio de Janeiro",330455,40,36,4,8,2017,85.2236325954436,0,28.5770812988281,66.7731893288727
2017-02-16,"Rio de Janeiro",330455,40,30,5,6,2017,92.4678218439112,9.70831948166051,28.0389038085938,66.1429653932079
2017-02-17,"Rio de Janeiro",330455,30,25,3,7,2017,100.535437752569,3.45725759132165,28.539453125,65.6693380040365
2017-02-18,"Rio de Janeiro",330455,31,15,7,3,2017,124.452700589472,9.00298502415353,28.6017395019531,68.2491914775042
2017-02-19,"Rio de Janeiro",330455,19,20,3,3,2017,132.242675476846,16.1226059169906,28.6347595214844,67.9406307653105
2017-02-20,"Rio de Janeiro",330455,45,18,7,3,2017,118.389060332902,2.69105271399894,28.2799011230469,68.7648942603428
2017-02-21,"Rio de Janeiro",330455,77,25,6,4,2017,75.9948264317245,9.26852727900496,27.6958251953125,70.2653013626755
2017-02-22,"Rio de Janeiro",330455,42,25,4,3,2017,74.0320942327344,0,27.8879638671875,68.591927569819
2017-02-23,"Rio de Janeiro",330455,66,22,2,2,2017,97.7105543142898,3.14580628213434,28.9243713378906,63.6887083488793
2017-02-24,"Rio de Janeiro",330455,108,15,5,3,2017,179.195062344206,9.81759740170673,27.7213989257813,70.8820066613197
2017-02-25,"Rio de Janeiro",330455,21,19,4,4,2017,149.134109506122,23.0069945317268,26.1044555664063,78.3016451738962
2017-02-26,"Rio de Janeiro",330455,22,17,1,6,2017,136.180446475009,34.3940111946495,25.8510070800781,79.2893037401362
2017-02-27,"Rio de Janeiro",330455,27,20,7,3,2017,150.605373505641,21.8374296423463,26.44375,78.5739967197215
2017-02-28,"Rio de Janeiro",330455,23,11,3,2,2017,188.102468712259,5.47570433440114,27.0794006347656,75.7783427154529
2017-03-01,"Rio de Janeiro",330455,44,22,8,3,2017,169.030471397491,10.2744195373816,28.7066589355469,65.7307245034024
2017-03-02,"Rio de Janeiro",330455,40,31,10,3,2017,178.299764286294,12.0084306942658,28.0868469238281,70.7759204358556
2017-03-03,"Rio de Janeiro",330455,41,24,5,5,2017,182.812755156192,9.70996172355854,27.1587158203125,80.1019083306243
2017-03-04,"Rio de Janeiro",330455,37,18,6,6,2017,192.340650073675,19.4174232248656,28.1665283203125,76.7837167858312
2017-03-05,"Rio de Janeiro",330455,25,15,6,3,2017,192.181119018642,15.2724419777428,28.4458862304688,74.5691374763106
2017-03-06,"Rio de Janeiro",330455,45,31,4,3,2017,162.692117555707,5.10909980988572,26.6042419433594,85.7382933150713
2017-03-07,"Rio de Janeiro",330455,35,29,4,4,2017,165.519878692066,4.7880854836535,26.4431396484375,86.1837338235714
2017-03-08,"Rio de Janeiro",330455,44,31,4,7,2017,132.281698483894,10.5021760177237,26.0105834960938,85.443559699327
2017-03-09,"Rio de Janeiro",330455,35,26,4,4,2017,100.833325689109,4.91370233390853,27.0302978515625,81.0752277024718
2017-03-10,"Rio de Janeiro",330455,33,31,6,10,2017,137.165617530854,4.76838124541246,28.2128845214844,75.4819142066363
2017-03-11,"Rio de Janeiro",330455,21,16,4,4,2017,202.693733797332,24.9452956069263,27.1375671386719,84.8815794892028
2017-03-12,"Rio de Janeiro",330455,28,13,3,2,2017,175.759168996592,13.0891226746144,27.505517578125,76.561839489878
2017-03-13,"Rio de Janeiro",330455,43,22,8,4,2017,177.984361471317,15.3744919018095,26.8161865234375,78.6568984593447
2017-03-14,"Rio de Janeiro",330455,37,25,2,0,2017,118.68819171923,12.0752012833236,25.70498046875,84.6837542161146
2017-03-15,"Rio de Janeiro",330455,51,23,7,2,2017,102.318601591378,14.3550007436488,25.9826599121094,82.699642761927
2017-03-16,"Rio de Janeiro",330455,42,25,4,5,2017,109.288869509783,5.19328469117397,27.0322204589844,75.9519715800057
2017-03-17,"Rio de Janeiro",330455,36,25,3,5,2017,174.667860619593,24.7784921469929,27.1480041503906,78.8096213514015
2017-03-18,"Rio de Janeiro",330455,22,25,2,4,2017,119.048038982328,19.05230817556,24.5916687011719,87.2582117194446
2017-03-19,"Rio de Janeiro",330455,24,18,5,4,2017,76.7972423432184,14.5018042019274,22.785546875,86.4307614777042
2017-03-20,"Rio de Janeiro",330455,45,19,3,2,2017,78.4270923759323,7.6149184735641,22.9268737792969,76.1596206597585
2017-03-21,"Rio de Janeiro",330455,42,21,7,3,2017,64.0568629250993,0.993913396030166,23.5328918457031,78.7545554384806
2017-03-22,"Rio de Janeiro",330455,41,24,6,1,2017,85.3394581667999,2.12942996569154,23.6992431640625,81.5271048468017
2017-03-23,"Rio de Janeiro",330455,49,26,10,5,2017,75.413566946736,13.3617037434419,23.84560546875,76.6074742017561
2017-03-24,"Rio de Janeiro",330455,40,33,8,5,2017,78.4705562750787,0.697553570461196,24.7957702636719,75.28529065505
2017-03-25,"Rio de Janeiro",330455,20,22,3,7,2017,168.810927902996,17.3371983436255,24.7024475097656,84.6713657463938
2017-03-26,"Rio de Janeiro",330455,18,17,3,2,2017,142.798029401092,15.9198751958911,24.3850952148438,81.2841852655409
2017-03-27,"Rio de Janeiro",330455,51,37,6,4,2017,90.3527421769468,22.4910277069057,24.3158203125,80.4014078233275
2017-03-28,"Rio de Janeiro",330455,46,20,4,2,2017,117.592552584256,25.5583518793401,23.4780212402344,86.2827253053139
2017-03-29,"Rio de Janeiro",330455,46,33,6,5,2017,72.0879285154297,5.33038635452954,23.2544494628906,77.0083373182464
2017-03-30,"Rio de Janeiro",330455,35,19,9,0,2017,85.7854374203271,11.0750351112188,23.0923400878906,79.5075204981534
2017-03-31,"Rio de Janeiro",330455,44,39,3,11,2017,76.6399352869485,11.6316902776248,22.8447204589844,78.0999620036591
2017-04-01,"Rio de Janeiro",330455,43,28,6,6,2017,65.9553052173578,8.00629340602654,22.9802185058594,80.3835312461698
2017-04-02,"Rio de Janeiro",330455,22,25,3,6,2017,69.6270276989708,2.31182140097985,22.8403259277344,83.6105605438827
